sample_index,timestamp_rel_s,timestamp_utc_iso,participant_id,session_id,task_id,trial_id,condition,combined_valid,combined_origin_x,combined_origin_y,combined_origin_z,combined_dir_x,combined_dir_y,combined_dir_z,vergence_angle_deg,interocular_distance,left_valid,left_origin_x,left_origin_y,left_origin_z,left_dir_x,left_dir_y,left_dir_z,right_valid,right_origin_x,right_origin_y,right_origin_z,right_dir_x,right_dir_y,right_dir_z,left_pupil_diameter,right_pupil_diameter,left_pupil_pos_x,left_pupil_pos_y,right_pupil_pos_x,right_pupil_pos_y,left_eye_openness,right_eye_openness,head_x,head_y,head_z,head_qx,head_qy,head_qz,head_qw,hit_valid,hit_object_name,hit_aoi,hit_aoi_type,hit_x,hit_y,hit_z
11,13.6713802,"2026-04-29T15:54:45.6839485Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
12,13.7207769,"2026-04-29T15:54:45.7333325Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
13,13.7721774,"2026-04-29T15:54:45.7840405Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
14,13.8218086,"2026-04-29T15:54:45.8338551Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
15,13.87205,"2026-04-29T15:54:45.8845363Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
16,13.923349,"2026-04-29T15:54:45.9359488Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
17,13.9744215,"2026-04-29T15:54:45.9862343Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
18,14.0301781,"2026-04-29T15:54:46.0424886Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
19,14.076491,"2026-04-29T15:54:46.0878583Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
20,14.1273531,"2026-04-29T15:54:46.1394119Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
21,14.1762981,"2026-04-29T15:54:46.1876102Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
22,14.2268001,"2026-04-29T15:54:46.2387544Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
23,14.2780718,"2026-04-29T15:54:46.2907464Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
24,14.3285383,"2026-04-29T15:54:46.3412909Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
25,14.378414,"2026-04-29T15:54:46.3907643Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
26,14.4287542,"2026-04-29T15:54:46.4413763Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
27,14.4786688,"2026-04-29T15:54:46.4909285Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
28,14.5296964,"2026-04-29T15:54:46.5420678Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
29,14.5810559,"2026-04-29T15:54:46.5926907Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
30,14.6307047,"2026-04-29T15:54:46.6434350Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
31,14.6810831,"2026-04-29T15:54:46.6938420Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
32,14.7315963,"2026-04-29T15:54:46.7439319Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
33,14.7820976,"2026-04-29T15:54:46.7934107Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
34,14.8320072,"2026-04-29T15:54:46.8439587Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
35,14.8831851,"2026-04-29T15:54:46.8957621Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
36,14.9351184,"2026-04-29T15:54:46.9477064Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
37,14.9854088,"2026-04-29T15:54:46.9972065Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
38,15.0367286,"2026-04-29T15:54:47.0487154Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
39,15.0873954,"2026-04-29T15:54:47.0992693Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
40,15.1392758,"2026-04-29T15:54:47.1516123Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
41,15.1900304,"2026-04-29T15:54:47.2026108Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
42,15.2397287,"2026-04-29T15:54:47.2521890Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
43,15.2903083,"2026-04-29T15:54:47.3027707Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
44,15.3406711,"2026-04-29T15:54:47.3533679Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
45,15.3902742,"2026-04-29T15:54:47.4026284Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
46,15.440622,"2026-04-29T15:54:47.4532940Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
47,15.4909956,"2026-04-29T15:54:47.5028610Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
48,15.5415608,"2026-04-29T15:54:47.5539020Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
49,15.5921917,"2026-04-29T15:54:47.6049089Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
50,15.6425332,"2026-04-29T15:54:47.6541269Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
51,15.6936875,"2026-04-29T15:54:47.7063928Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
52,15.7436317,"2026-04-29T15:54:47.7557914Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
53,15.7947186,"2026-04-29T15:54:47.8062285Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
54,15.8449176,"2026-04-29T15:54:47.8564907Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
55,15.8944199,"2026-04-29T15:54:47.9067654Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
56,15.94584,"2026-04-29T15:54:47.9576045Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
57,15.9962115,"2026-04-29T15:54:48.0089388Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
58,16.0473238,"2026-04-29T15:54:48.0592997Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
59,16.0971134,"2026-04-29T15:54:48.1084712Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
60,16.148017,"2026-04-29T15:54:48.1595712Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
61,16.1988601,"2026-04-29T15:54:48.2110384Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
62,16.24959,"2026-04-29T15:54:48.2622140Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
63,16.3000823,"2026-04-29T15:54:48.3127904Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
64,16.3506123,"2026-04-29T15:54:48.3633074Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
65,16.3998625,"2026-04-29T15:54:48.4118205Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
66,16.4505687,"2026-04-29T15:54:48.4624198Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
67,16.5003454,"2026-04-29T15:54:48.5121263Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
68,16.5502624,"2026-04-29T15:54:48.5623912Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
69,16.6017291,"2026-04-29T15:54:48.6142959Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
70,16.6524102,"2026-04-29T15:54:48.6650340Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
71,16.7023477,"2026-04-29T15:54:48.7146770Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
72,16.7528999,"2026-04-29T15:54:48.7651631Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
73,16.8040741,"2026-04-29T15:54:48.8165032Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
74,16.853751,"2026-04-29T15:54:48.8665604Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
75,16.9035429,"2026-04-29T15:54:48.9158928Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
76,16.9546826,"2026-04-29T15:54:48.9667604Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
77,17.0050648,"2026-04-29T15:54:49.0174524Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
78,17.0562592,"2026-04-29T15:54:49.0683508Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
79,17.1067992,"2026-04-29T15:54:49.1185982Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
80,17.1591876,"2026-04-29T15:54:49.1715671Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
81,17.2083323,"2026-04-29T15:54:49.2201826Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
82,17.2590502,"2026-04-29T15:54:49.2714711Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
83,17.3100241,"2026-04-29T15:54:49.3222283Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
84,17.359657,"2026-04-29T15:54:49.3720878Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
85,17.410286,"2026-04-29T15:54:49.4225331Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
86,17.4605802,"2026-04-29T15:54:49.4730088Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
87,17.5102225,"2026-04-29T15:54:49.5227039Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
88,17.5616195,"2026-04-29T15:54:49.5741565Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
89,17.6116452,"2026-04-29T15:54:49.6237422Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
90,17.6624238,"2026-04-29T15:54:49.6748863Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
91,17.7142805,"2026-04-29T15:54:49.7258634Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
92,17.7648355,"2026-04-29T15:54:49.7765861Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
93,17.8149903,"2026-04-29T15:54:49.8275502Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
94,17.8655565,"2026-04-29T15:54:49.8780115Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
95,17.9156799,"2026-04-29T15:54:49.9281400Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
96,17.966568,"2026-04-29T15:54:49.9782711Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
97,18.0178493,"2026-04-29T15:54:50.0295343Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
98,18.0677613,"2026-04-29T15:54:50.0800572Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
99,18.1185292,"2026-04-29T15:54:50.1307712Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
100,18.1701395,"2026-04-29T15:54:50.1827729Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
101,18.2204451,"2026-04-29T15:54:50.2329341Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
102,18.2714083,"2026-04-29T15:54:50.2838640Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
103,18.3213613,"2026-04-29T15:54:50.3338164Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
104,18.3721503,"2026-04-29T15:54:50.3838763Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
105,18.422529,"2026-04-29T15:54:50.4346135Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
106,18.4734476,"2026-04-29T15:54:50.4855362Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
107,18.5240868,"2026-04-29T15:54:50.5367156Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
108,18.5752303,"2026-04-29T15:54:50.5878828Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
109,18.6261994,"2026-04-29T15:54:50.6390987Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,0,-0.7,0.01065942,0.5290759,0.0369717,0.8477017,0,,,,,,
