sample_index,timestamp_rel_s,timestamp_utc_iso,participant_id,session_id,task_id,trial_id,condition,combined_valid,combined_origin_x,combined_origin_y,combined_origin_z,combined_dir_x,combined_dir_y,combined_dir_z,vergence_angle_deg,interocular_distance,left_valid,left_origin_x,left_origin_y,left_origin_z,left_dir_x,left_dir_y,left_dir_z,right_valid,right_origin_x,right_origin_y,right_origin_z,right_dir_x,right_dir_y,right_dir_z,left_pupil_diameter,right_pupil_diameter,left_pupil_pos_x,left_pupil_pos_y,right_pupil_pos_x,right_pupil_pos_y,left_eye_openness,right_eye_openness,head_x,head_y,head_z,head_qx,head_qy,head_qz,head_qw,hit_valid,hit_object_name,hit_aoi,hit_aoi_type,hit_x,hit_y,hit_z
60,6.01087849999999,"2026-04-29T15:59:04.9002937Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05283888,1.30277,0.3508499,0.2098915,-0.08355559,0.04639068,0.9730426,0,,,,,,
61,6.01997419999998,"2026-04-29T15:59:04.9098155Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.0522902,1.303168,0.3515666,0.2081656,-0.08707348,0.04599721,0.9731236,0,,,,,,
62,6.03301759999999,"2026-04-29T15:59:04.9215776Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05242964,1.30339,0.3516489,0.2075203,-0.08949949,0.04550141,0.9730647,0,,,,,,
63,6.04288329999997,"2026-04-29T15:59:04.9323805Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05199213,1.303836,0.3522068,0.2054957,-0.09302343,0.04586542,0.9731467,0,,,,,,
64,6.05279840000003,"2026-04-29T15:59:04.9416505Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05200475,1.30418,0.3524123,0.2043985,-0.09531524,0.04551739,0.9731724,0,,,,,,
65,6.06715269999995,"2026-04-29T15:59:04.9559214Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05160716,1.304767,0.3526909,0.2028857,-0.0988288,0.04551314,0.9731387,0,,,,,,
66,6.07707819999996,"2026-04-29T15:59:04.9664492Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05139121,1.30538,0.3524036,0.2017853,-0.1012533,0.04565854,0.9731114,0,,,,,,
67,6.08804280000004,"2026-04-29T15:59:04.9776998Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.0508137,1.306415,0.3524484,0.1996587,-0.1061602,0.04491924,0.9730615,0,,,,,,
68,6.09894550000001,"2026-04-29T15:59:04.9882049Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05080912,1.307361,0.3517016,0.1988282,-0.1089312,0.04363163,0.9729839,0,,,,,,
69,6.11080140000001,"2026-04-29T15:59:04.9999728Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05052966,1.308724,0.3511924,0.1965432,-0.1129564,0.04321736,0.9730077,0,,,,,,
70,6.12185959999999,"2026-04-29T15:59:05.0114051Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05062855,1.310254,0.3507466,0.1942189,-0.1167752,0.04163549,0.9730926,0,,,,,,
71,6.13113880000003,"2026-04-29T15:59:05.0210157Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05049721,1.311941,0.3503609,0.1915171,-0.1211848,0.03994311,0.9731598,0,,,,,,
72,6.14257680000003,"2026-04-29T15:59:05.0323450Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05080848,1.313494,0.3499934,0.189753,-0.12381,0.03751322,0.9732716,0,,,,,,
73,6.15305920000003,"2026-04-29T15:59:05.0427035Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.0512785,1.315649,0.3494976,0.1869784,-0.1280301,0.03538802,0.9733422,0,,,,,,
74,6.16491800000006,"2026-04-29T15:59:05.0545222Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05171101,1.318038,0.3489688,0.1843049,-0.1328615,0.03191055,0.9733248,0,,,,,,
75,6.17812409999999,"2026-04-29T15:59:05.0668517Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05217831,1.320491,0.3485253,0.1818502,-0.1373248,0.02810014,0.9732845,0,,,,,,
76,6.18816340000001,"2026-04-29T15:59:05.0775747Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05274338,1.323653,0.3479212,0.1782035,-0.143092,0.02322775,0.9732568,0,,,,,,
77,6.19812809999996,"2026-04-29T15:59:05.0877289Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05339298,1.325601,0.3476707,0.1772055,-0.1444057,0.01896028,0.9733375,0,,,,,,
78,6.21051829999999,"2026-04-29T15:59:05.0990256Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05399312,1.329065,0.3470222,0.1741949,-0.1499181,0.013004,0.9731452,0,,,,,,
79,6.22119770000006,"2026-04-29T15:59:05.1107563Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05436995,1.331475,0.3467183,0.1724396,-0.1538046,0.008261335,0.9729031,0,,,,,,
80,6.23246519999998,"2026-04-29T15:59:05.1215613Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05491393,1.335201,0.3460796,0.1697469,-0.1591331,0.0009829813,0.9725542,0,,,,,,
81,6.24453000000005,"2026-04-29T15:59:05.1344051Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05516033,1.33783,0.3458034,0.1693737,-0.1611141,-0.005257179,0.9722794,0,,,,,,
82,6.25284080000006,"2026-04-29T15:59:05.1415613Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05536654,1.340025,0.3456391,0.1672834,-0.1646463,-0.009020757,0.9720219,0,,,,,,
83,6.26367089999997,"2026-04-29T15:59:05.1523533Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05568001,1.343443,0.3451357,0.1652772,-0.1682646,-0.01553223,0.9716631,0,,,,,,
84,6.27685510000003,"2026-04-29T15:59:05.1661838Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05604329,1.347288,0.3445175,0.1627614,-0.1725247,-0.02277071,0.971198,0,,,,,,
85,6.28808260000005,"2026-04-29T15:59:05.1773631Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05599346,1.349117,0.3444509,0.1623619,-0.1724051,-0.02634725,0.9711956,0,,,,,,
86,6.29839760000004,"2026-04-29T15:59:05.1876037Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05606867,1.3523,0.3439494,0.1593683,-0.1750944,-0.03142313,0.9710594,0,,,,,,
87,6.30953820000002,"2026-04-29T15:59:05.1989020Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05602053,1.354525,0.3436058,0.157612,-0.1757609,-0.03481785,0.9711098,0,,,,,,
88,6.3201004,"2026-04-29T15:59:05.2099896Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05578632,1.356833,0.3434538,0.1560008,-0.1766373,-0.03827678,0.9710808,0,,,,,,
89,6.33205899999996,"2026-04-29T15:59:05.2216390Z","P001","S001","task_01","trial_01","baseline",0,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,-0.05568567,1.360581,0.3429175,0.153354,-0.1785613,-0.04427052,0.9708958,0,,,,,,
