device,n_r_peaks,mean_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_percent,n_resp_peaks,mean_resp_rate,z0_mean,z0_std,eda_mean,eda_std,n_eda_max,n_eda_min
MWMOBILE1,316,89.37250956739238,703.0539682539683,155.92103671287245,220.578018896676,78.02547770700637,3,5.53970007569713,0.7164032200990991,0.00044761859427840366,-0.21420581072972972,0.000284701317024533,83,236
MWMOBILE2,260,70.72533219200008,853.8069498069499,69.26240261952616,52.90022786838792,30.620155038759687,3,5.5506108393314335,0.81983423981982,0.0019749130028552686,9.541625933225225,0.7161345481713036,21,30
