Sample Rate:	500.000000
Time (s)	MWMOBILE1_ECG	MWMOBILE1_Z0	MWMOBILE1_dZ/dt	MWMOBILE1_EDA
16.008000	0.001944	7.046287	-0.263057	37.306298
16.010000	0.001948	7.046648	-0.249702	37.304926
16.012000	0.001948	7.046883	-0.235558	37.302825
16.014000	0.001957	7.047433	-0.226059	37.301103
16.016000	0.001942	7.047929	-0.223761	37.298739
16.018000	0.001936	7.048200	-0.215974	37.296462
16.020000	0.001945	7.048504	-0.204711	37.294653
16.022000	0.001957	7.048826	-0.194733	37.292493
16.024000	0.001972	7.049166	-0.188944	37.290158
16.026000	0.001991	7.049466	-0.181524	37.288436
16.028000	0.002020	7.049983	-0.179013	37.286452
16.030000	0.001971	7.050508	-0.183443	37.284292
16.032000	0.001968	7.050819	-0.185446	37.282220
16.034000	0.001986	7.051256	-0.183810	37.280206
16.036000	0.001997	7.051687	-0.184596	37.278747
16.038000	0.002005	7.051987	-0.182063	37.276791
16.040000	0.002001	7.052226	-0.175439	37.274777
16.042000	0.002014	7.052421	-0.166420	37.272968
16.044000	0.002022	7.052667	-0.157302	37.271158
16.046000	0.002024	7.052946	-0.149962	37.269495
16.048000	0.002035	7.053448	-0.148197	37.267423
16.050000	0.002042	7.053929	-0.155181	37.265818
16.052000	0.002052	7.054117	-0.154903	37.263804
16.054000	0.002078	7.054461	-0.153251	37.261498
16.056000	0.002092	7.054783	-0.151870	37.259630
16.058000	0.002104	7.055192	-0.152516	37.257850
16.060000	0.002116	7.055532	-0.154526	37.256099
16.062000	0.002126	7.055854	-0.154625	37.253705
16.064000	0.002109	7.056150	-0.154236	37.252042
16.066000	0.002091	7.056335	-0.149339	37.250495
16.068000	0.002092	7.056581	-0.143072	37.248744
16.070000	0.002096	7.056881	-0.138687	37.246759
16.072000	0.002084	7.057192	-0.136688	37.244629
16.074000	0.002070	7.057463	-0.136741	37.242994
16.076000	0.002069	7.057807	-0.137173	37.241156
16.078000	0.002049	7.058201	-0.141299	37.238704
16.080000	0.002041	7.058545	-0.143040	37.236749
16.082000	0.002048	7.058664	-0.140246	37.234968
16.084000	0.002060	7.058849	-0.132394	37.233597
16.086000	0.002065	7.059344	-0.131242	37.231962
16.088000	0.002048	7.060165	-0.147262	37.230065
16.090000	0.002020	7.060888	-0.171560	37.228256
16.092000	0.002014	7.061558	-0.192293	37.226154
16.094000	0.002007	7.062003	-0.204607	37.224374
16.096000	0.001984	7.062361	-0.205257	37.222886
16.098000	0.001956	7.062842	-0.202761	37.220843
16.100000	0.001941	7.063261	-0.202115	37.219150
16.102000	0.001933	7.063576	-0.196177	37.217603
16.104000	0.001918	7.064082	-0.193038	37.215181
16.106000	0.001904	7.064596	-0.196936	37.213429
16.108000	0.001890	7.065164	-0.204932	37.211912
16.110000	0.001873	7.065710	-0.209439	37.210131
16.112000	0.001870	7.066213	-0.211979	37.208264
16.114000	0.001864	7.066506	-0.210459	37.206512
16.116000	0.001866	7.066846	-0.203036	37.205170
16.118000	0.001875	7.067323	-0.196605	37.203390
16.120000	0.001878	7.067996	-0.202309	37.201317
16.122000	0.001870	7.068499	-0.210081	37.199274
16.124000	0.001868	7.068962	-0.212007	37.197698
16.126000	0.001876	7.069609	-0.216705	37.196356
16.128000	0.001880	7.070260	-0.225009	37.194254
16.130000	0.001881	7.070680	-0.227389	37.192445
16.132000	0.001873	7.071150	-0.222699	37.190694
16.134000	0.001865	7.071721	-0.220759	37.189030
16.136000	0.001866	7.072217	-0.223040	37.187600
16.138000	0.001848	7.072716	-0.225192	37.185761
16.140000	0.001867	7.073212	-0.225896	37.183631
16.142000	0.001876	7.073722	-0.226592	37.181792
16.144000	0.001872	7.074199	-0.226780	37.180391
16.146000	0.001882	7.074568	-0.221235	37.178494
16.148000	0.001885	7.074861	-0.210029	37.176889
16.150000	0.001889	7.075277	-0.202310	37.175167
16.152000	0.001878	7.075686	-0.198456	37.173358
16.154000	0.001875	7.076033	-0.192881	37.171519
16.156000	0.001874	7.076203	-0.181414	37.170556
16.158000	0.001876	7.076225	-0.163354	37.168425
16.160000	0.001866	7.076130	-0.140929	37.166499
16.162000	0.001848	7.076069	-0.117589	37.165040
16.164000	0.001803	7.076112	-0.100472	37.163405
16.166000	0.001775	7.076333	-0.093180	37.161567
16.168000	0.001765	7.076640	-0.094266	37.159670
16.170000	0.001752	7.076839	-0.095412	37.157597
16.172000	0.001731	7.076955	-0.093663	37.155905
16.174000	0.001730	7.077100	-0.090089	37.154183
16.176000	0.001786	7.077089	-0.081238	37.152782
16.178000	0.001877	7.076905	-0.066745	37.151118
16.180000	0.002008	7.076894	-0.052051	37.149367
16.182000	0.002128	7.077053	-0.045960	37.147733
16.184000	0.002280	7.077187	-0.048342	37.145427
16.186000	0.002465	7.077143	-0.046626	37.143267
16.188000	0.002652	7.077075	-0.039335	37.142041
16.190000	0.002855	7.077143	-0.032635	37.140903
16.192000	0.003090	7.077266	-0.033093	37.139123
16.194000	0.003337	7.077226	-0.032136	37.137167
16.196000	0.003542	7.077187	-0.026658	37.135300
16.198000	0.003722	7.077122	-0.021501	37.133694
16.200000	0.003894	7.077046	-0.014611	37.132147
16.202000	0.003994	7.077046	-0.008807	37.130630
16.204000	0.003973	7.077046	-0.006953	37.128937
16.206000	0.003905	7.076886	-0.001888	37.127069
16.208000	0.003794	7.076666	0.007470	37.125727
16.210000	0.003586	7.076442	0.017926	37.124209
16.212000	0.003335	7.076369	0.026180	37.122516
16.214000	0.003064	7.076452	0.023783	37.121349
16.216000	0.002806	7.076622	0.014059	37.120123
16.218000	0.002571	7.076973	-0.002448	37.118635
16.220000	0.002316	7.077299	-0.023891	37.117088
16.222000	0.002117	7.077436	-0.038172	37.116037
16.224000	0.002019	7.077393	-0.039418	37.114257
16.226000	0.001960	7.077364	-0.033266	37.112827
16.228000	0.001900	7.077404	-0.031010	37.111367
16.230000	0.001822	7.077483	-0.032973	37.109704
16.232000	0.001752	7.077689	-0.036576	37.108332
16.234000	0.001723	7.077899	-0.044166	37.107252
16.236000	0.001722	7.078105	-0.053210	37.105997
16.238000	0.001721	7.078246	-0.058234	37.104042
16.240000	0.001762	7.078485	-0.059442	37.102261
16.242000	0.001810	7.078966	-0.073127	37.101211
16.244000	0.001843	7.079455	-0.093616	37.099751
16.246000	0.001858	7.079896	-0.109094	37.098292
16.248000	0.001858	7.080210	-0.118801	37.097475
16.250000	0.001868	7.080543	-0.125557	37.095782
16.252000	0.001886	7.081032	-0.135712	37.093272
16.254000	0.001906	7.081429	-0.142747	37.092134
16.256000	0.001922	7.081693	-0.142930	37.090937
16.258000	0.001934	7.081921	-0.138689	37.089157
16.260000	0.001944	7.082330	-0.140112	37.087464
16.262000	0.001923	7.082652	-0.142977	37.086209
16.264000	0.001926	7.083064	-0.145528	37.084954
16.266000	0.001933	7.083267	-0.147134	37.083612
16.268000	0.001924	7.083466	-0.141617	37.081744
16.270000	0.001936	7.083791	-0.135564	37.079905
16.272000	0.001948	7.083965	-0.131194	37.078475
16.274000	0.001943	7.083954	-0.122394	37.076958
16.276000	0.001944	7.083921	-0.104737	37.075527
16.278000	0.001941	7.083755	-0.084711	37.073951
16.280000	0.001948	7.083629	-0.067223	37.072084
16.282000	0.001962	7.083451	-0.050379	37.070799
16.284000	0.001946	7.083079	-0.026551	37.068931
16.286000	0.001949	7.082699	-0.000014	37.067531
16.288000	0.001952	7.082540	0.019343	37.066392
16.290000	0.001967	7.082439	0.026457	37.064787
16.292000	0.001976	7.081950	0.038782	37.063357
16.294000	0.001970	7.081281	0.068772	37.061693
16.296000	0.001965	7.080898	0.093631	37.059738
16.298000	0.001973	7.080496	0.104709	37.058658
16.300000	0.001980	7.079849	0.118687	37.057053
16.302000	0.001995	7.078865	0.147870	37.054718
16.304000	0.002011	7.077816	0.187434	37.053930
16.306000	0.002008	7.076865	0.222836	37.052267
16.308000	0.002001	7.075790	0.253016	37.050574
16.310000	0.001989	7.074459	0.291447	37.048881
16.312000	0.001993	7.073201	0.330695	37.047889
16.314000	0.001994	7.072022	0.361935	37.046342
16.316000	0.001996	7.070788	0.388035	37.044795
16.318000	0.002005	7.069598	0.405663	37.043131
16.320000	0.002007	7.068180	0.423721	37.041468
16.322000	0.002012	7.066694	0.451745	37.040184
16.324000	0.002031	7.065110	0.481441	37.038433
16.326000	0.002038	7.063511	0.510553	37.036886
16.328000	0.002043	7.062046	0.533619	37.035806
16.330000	0.002043	7.060690	0.547529	37.034230
16.332000	0.002054	7.059315	0.555739	37.032975
16.334000	0.002053	7.057923	0.561779	37.031953
16.336000	0.002040	7.056642	0.565485	37.029910
16.338000	0.002027	7.055293	0.564249	37.028334
16.340000	0.002041	7.053937	0.566022	37.026729
16.342000	0.002051	7.052710	0.563107	37.024949
16.344000	0.002052	7.051383	0.559329	37.023139
16.346000	0.002065	7.050128	0.558229	37.022614
16.348000	0.002075	7.049202	0.546181	37.021359
16.350000	0.002082	7.048099	0.530272	37.019345
16.352000	0.002075	7.046902	0.522903	37.017886
16.354000	0.002078	7.045686	0.520008	37.016602
16.356000	0.002085	7.044438	0.519537	37.015172
16.358000	0.002092	7.043444	0.513993	37.013129
16.360000	0.002096	7.042576	0.497103	37.012136
16.362000	0.002133	7.041708	0.478167	37.011173
16.364000	0.002123	7.040966	0.461442	37.009159
16.366000	0.002118	7.040279	0.438518	37.007904
16.368000	0.002107	7.039635	0.415616	37.006212
16.370000	0.002109	7.039259	0.388025	37.005424
16.372000	0.002120	7.039067	0.351073	37.004110
16.374000	0.002132	7.038767	0.315516	37.002476
16.376000	0.002143	7.038445	0.287962	37.001192
16.378000	0.002143	7.038167	0.261462	37.000141
16.380000	0.002149	7.038138	0.234582	36.998682
16.382000	0.002151	7.038228	0.199034	36.997310
16.384000	0.002163	7.038282	0.165214	36.996055
16.386000	0.002184	7.038420	0.134242	36.994333
16.388000	0.002183	7.038637	0.101762	36.993078
16.390000	0.002198	7.038980	0.068201	36.991619
16.392000	0.002206	7.039382	0.036214	36.990364
16.394000	0.002223	7.039935	0.003015	36.989167
16.396000	0.002228	7.040409	-0.032884	36.987912
16.398000	0.002230	7.040756	-0.057887	36.986453
16.400000	0.002236	7.041292	-0.079829	36.985110
16.402000	0.002230	7.041614	-0.096560	36.984352
16.404000	0.002226	7.041874	-0.102022	36.983155
16.406000	0.002240	7.042315	-0.108694	36.980937
16.408000	0.002245	7.042901	-0.122633	36.980061
16.410000	0.002258	7.043382	-0.139887	36.979157
16.412000	0.002258	7.044004	-0.157137	36.977522
16.414000	0.002263	7.044735	-0.177350	36.975567
16.416000	0.002275	7.045335	-0.193319	36.974458
16.418000	0.002273	7.045766	-0.199133	36.973174
16.420000	0.002279	7.046377	-0.204042	36.971510
16.422000	0.002288	7.047191	-0.218046	36.969992
16.424000	0.002285	7.047802	-0.233205	36.969117
16.426000	0.002293	7.048215	-0.235826	36.967833
16.428000	0.002307	7.048873	-0.234336	36.966548
16.430000	0.002311	7.049578	-0.241394	36.964826
16.432000	0.002298	7.050117	-0.245053	36.963951
16.434000	0.002298	7.050869	-0.249197	36.962346
16.436000	0.002307	7.051466	-0.254826	36.960682
16.438000	0.002320	7.052121	-0.258543	36.959310
16.440000	0.002327	7.052855	-0.265184	36.958260
16.442000	0.002320	7.053607	-0.274113	36.956800
16.444000	0.002327	7.054385	-0.282363	36.955691
16.446000	0.002333	7.055116	-0.288138	36.954349
16.448000	0.002329	7.055727	-0.290237	36.953152
16.450000	0.002333	7.056248	-0.285320	36.951839
16.452000	0.002320	7.056924	-0.281984	36.950759
16.454000	0.002310	7.057640	-0.283932	36.949475
16.456000	0.002311	7.058339	-0.286418	36.947549
16.458000	0.002308	7.058924	-0.287579	36.946323
16.460000	0.002322	7.059431	-0.281210	36.945652
16.462000	0.002308	7.059912	-0.270803	36.943988
16.464000	0.002309	7.060465	-0.263834	36.942850
16.466000	0.002279	7.061098	-0.261892	36.941595
16.468000	0.002268	7.061865	-0.266594	36.940486
16.470000	0.002263	7.062465	-0.270984	36.939639
16.472000	0.002235	7.062860	-0.266585	36.938501
16.474000	0.002208	7.063196	-0.252741	36.937013
16.476000	0.002180	7.063655	-0.241660	36.935816
16.478000	0.002165	7.064223	-0.237869	36.935437
16.480000	0.002159	7.064885	-0.241607	36.934328
16.482000	0.002158	7.065475	-0.244977	36.932722
16.484000	0.002151	7.065978	-0.245472	36.932051
16.486000	0.002129	7.066466	-0.241925	36.930767
16.488000	0.002103	7.067030	-0.239423	36.929337
16.490000	0.002088	7.067620	-0.242233	36.928140
16.492000	0.002073	7.068075	-0.241040	36.927177
16.494000	0.002062	7.068368	-0.232476	36.926272
16.496000	0.002048	7.068618	-0.217219	36.924696
16.498000	0.002040	7.069320	-0.211604	36.923529
16.500000	0.002032	7.069974	-0.218560	36.922916
16.502000	0.002022	7.070654	-0.226534	36.921427
16.504000	0.002019	7.071584	-0.244536	36.920552
16.506000	0.002009	7.072564	-0.267510	36.919443
16.508000	0.002012	7.073519	-0.289186	36.918421
16.510000	0.002014	7.074224	-0.303173	36.917575
16.512000	0.002020	7.074796	-0.303486	36.916495
16.514000	0.002014	7.075414	-0.297175	36.914919
16.516000	0.001989	7.076029	-0.294280	36.913839
16.518000	0.001989	7.076405	-0.286585	36.913489
16.520000	0.001991	7.076543	-0.265737	36.912555
16.522000	0.001989	7.076507	-0.233764	36.911067
16.524000	0.001985	7.076518	-0.200841	36.909753
16.526000	0.001991	7.076210	-0.165079	36.909257
16.528000	0.001996	7.075798	-0.119785	36.908177
16.530000	0.001999	7.075331	-0.076435	36.906660
16.532000	0.002007	7.074857	-0.034722	36.905551
16.534000	0.002023	7.074637	-0.003445	36.904763
16.536000	0.002011	7.074431	0.015462	36.903712
16.538000	0.001988	7.074148	0.027612	36.903099
16.540000	0.001981	7.073772	0.040932	36.901961
16.542000	0.001984	7.073241	0.061411	36.900355
16.544000	0.001994	7.072770	0.084471	36.899597
16.546000	0.001995	7.072401	0.100439	36.898663
16.548000	0.001981	7.071928	0.112827	36.897787
16.550000	0.002001	7.071508	0.124120	36.896503
16.552000	0.002015	7.071059	0.135188	36.895657
16.554000	0.002002	7.070488	0.145598	36.894810
16.556000	0.002004	7.070083	0.154093	36.893643
16.558000	0.002012	7.069754	0.157970	36.892563
16.560000	0.002012	7.069439	0.155423	36.892038
16.562000	0.002015	7.068925	0.156286	36.890724
16.564000	0.002018	7.068343	0.164394	36.889469
16.566000	0.002005	7.067750	0.175096	36.888944
16.568000	0.002010	7.067417	0.179343	36.888302
16.570000	0.002020	7.067215	0.171554	36.886755
16.572000	0.002006	7.066882	0.162931	36.885909
16.574000	0.001997	7.066466	0.161485	36.884741
16.576000	0.002008	7.066082	0.161966	36.883836
16.578000	0.002018	7.065717	0.160565	36.883340
16.580000	0.002027	7.065384	0.157426	36.882436
16.582000	0.002036	7.064871	0.159111	36.880976
16.584000	0.002035	7.064090	0.172884	36.879750
16.586000	0.002025	7.063287	0.191905	36.879196
16.588000	0.002007	7.062683	0.206610	36.878350
16.590000	0.002004	7.062162	0.215026	36.877386
16.592000	0.002001	7.061576	0.221622	36.876482
16.594000	0.001994	7.060885	0.230000	36.876102
16.596000	0.001997	7.060151	0.235996	36.874964
16.598000	0.002015	7.059409	0.246335	36.874030
16.600000	0.002024	7.058838	0.254291	36.872921
16.602000	0.002023	7.058140	0.256490	36.871724
16.604000	0.002020	7.057568	0.258627	36.870936
16.606000	0.002021	7.057344	0.250058	36.870645
16.608000	0.002020	7.057065	0.231705	36.870148
16.610000	0.002022	7.056602	0.220261	36.868602
16.612000	0.002041	7.056089	0.216028	36.868018
16.614000	0.002015	7.055640	0.214079	36.867201
16.616000	0.001982	7.055383	0.203757	36.866559
16.618000	0.001974	7.055145	0.190060	36.865450
16.620000	0.001971	7.054667	0.182227	36.864516
16.622000	0.001970	7.054302	0.180157	36.863640
16.624000	0.001975	7.053947	0.177293	36.862764
16.626000	0.001985	7.053655	0.172526	36.861714
16.628000	0.001998	7.053607	0.158168	36.861072
16.630000	0.001997	7.053683	0.136532	36.860721
16.632000	0.001987	7.053973	0.107613	36.859437
16.634000	0.001984	7.054208	0.075344	36.858299
16.636000	0.001987	7.054363	0.046893	36.858182
16.638000	0.001989	7.054504	0.026297	36.857423
16.640000	0.001981	7.054678	0.012770	36.856606
16.642000	0.001982	7.055047	-0.004856	36.856081
16.644000	0.001966	7.055564	-0.031846	36.854826
16.646000	0.001962	7.055998	-0.056360	36.853921
16.648000	0.001962	7.056335	-0.073475	36.853600
16.650000	0.001967	7.056704	-0.087235	36.852900
16.652000	0.001976	7.057152	-0.102303	36.851937
16.654000	0.001962	7.057640	-0.116600	36.851470
16.656000	0.001955	7.058255	-0.134104	36.850652
16.658000	0.001952	7.058754	-0.151944	36.849748
16.660000	0.001950	7.059134	-0.160752	36.849631
16.662000	0.001951	7.059760	-0.169170	36.849397
16.664000	0.001943	7.060299	-0.180769	36.848376
16.666000	0.001926	7.060816	-0.189846	36.847588
16.668000	0.001941	7.061301	-0.193790	36.847004
16.670000	0.001954	7.061840	-0.196651	36.845983
16.672000	0.001945	7.062614	-0.208947	36.845428
16.674000	0.001949	7.063377	-0.227224	36.844990
16.676000	0.001953	7.063854	-0.233887	36.844261
16.678000	0.001934	7.064307	-0.231037	36.843444
16.680000	0.001936	7.064885	-0.230700	36.842831
16.682000	0.001934	7.065663	-0.238950	36.842626
16.684000	0.001929	7.066296	-0.248967	36.841955
16.686000	0.001936	7.066665	-0.247736	36.841225
16.688000	0.001938	7.067074	-0.238594	36.840729
16.690000	0.001933	7.067537	-0.232089	36.840292
16.692000	0.001941	7.067942	-0.224791	36.839620
16.694000	0.001950	7.068296	-0.216219	36.839182
16.696000	0.001950	7.068774	-0.210186	36.838861
16.698000	0.001931	7.069276	-0.209466	36.838424
16.700000	0.001909	7.069815	-0.210509	36.837869
16.702000	0.001912	7.070662	-0.220649	36.837431
16.704000	0.001919	7.071537	-0.239473	36.836818
16.706000	0.001923	7.072231	-0.256140	36.836848
16.708000	0.001914	7.072767	-0.261782	36.836293
16.710000	0.001905	7.073251	-0.258984	36.836030
16.712000	0.001907	7.073656	-0.251842	36.835943
16.714000	0.001920	7.073902	-0.239088	36.835768
16.716000	0.001940	7.074025	-0.218134	36.835067
16.718000	0.001949	7.074438	-0.201376	36.834542
16.720000	0.001952	7.074912	-0.197053	36.834484
16.722000	0.001940	7.075346	-0.197257	36.833929
16.724000	0.001948	7.075693	-0.193320	36.834017
16.726000	0.001971	7.075816	-0.180706	36.833783
16.728000	0.001983	7.076073	-0.167314	36.832878
16.730000	0.002004	7.076539	-0.162359	36.832703
16.732000	0.001987	7.077067	-0.168870	36.832791
16.734000	0.001989	7.077534	-0.178271	36.832236
16.736000	0.001994	7.077823	-0.178714	36.831886
16.738000	0.001986	7.078022	-0.169216	36.831769
16.740000	0.001992	7.078203	-0.159525	36.831682
16.742000	0.002001	7.078420	-0.150794	36.831536
16.744000	0.002025	7.078749	-0.145145	36.831332
16.746000	0.002038	7.079111	-0.142873	36.830719
16.748000	0.002038	7.079411	-0.143675	36.830952
16.750000	0.002046	7.079762	-0.142760	36.830894
16.752000	0.002052	7.080149	-0.145482	36.831186
16.754000	0.002071	7.080395	-0.147336	36.831273
16.756000	0.002096	7.080637	-0.144775	36.831653
16.758000	0.002122	7.081100	-0.144493	36.831419
16.760000	0.002109	7.081447	-0.148613	36.831302
16.762000	0.002094	7.081690	-0.147710	36.831682
16.764000	0.002080	7.081968	-0.143060	36.832090
16.766000	0.002081	7.082153	-0.136032	36.832061
16.768000	0.002088	7.082250	-0.126892	36.832061
16.770000	0.002087	7.082688	-0.123196	36.832120
16.772000	0.002051	7.083090	-0.129687	36.832032
16.774000	0.002038	7.083368	-0.135280	36.832674
16.776000	0.002041	7.083650	-0.136718	36.833141
16.778000	0.002023	7.083853	-0.132756	36.833287
16.780000	0.002024	7.084182	-0.130938	36.833112
16.782000	0.002025	7.084482	-0.131284	36.833666
16.784000	0.002023	7.084851	-0.131651	36.834163
16.786000	0.002007	7.085198	-0.136763	36.834338
16.788000	0.001986	7.085564	-0.139635	36.834571
16.790000	0.001977	7.085947	-0.142525	36.834980
16.792000	0.001975	7.086298	-0.145695	36.835768
16.794000	0.001960	7.086435	-0.141831	36.836585
16.796000	0.001937	7.086591	-0.132438	36.836643
16.798000	0.001907	7.086862	-0.126656	36.836994
16.800000	0.001900	7.087390	-0.130105	36.837461
16.802000	0.001888	7.087828	-0.141688	36.838336
16.804000	0.001871	7.088023	-0.143866	36.839358
16.806000	0.001857	7.088204	-0.137316	36.839854
16.808000	0.001858	7.088356	-0.129679	36.840233
16.810000	0.001854	7.088667	-0.126064	36.841255
16.812000	0.001849	7.089029	-0.129676	36.842101
16.814000	0.001846	7.089228	-0.127874	36.842626
16.816000	0.001858	7.089564	-0.125925	36.843210
16.818000	0.001862	7.090107	-0.134811	36.844465
16.820000	0.001853	7.090598	-0.146451	36.845370
16.822000	0.001855	7.090982	-0.153115	36.846421
16.824000	0.001860	7.091405	-0.158217	36.847150
16.826000	0.001855	7.091814	-0.164795	36.848113
16.828000	0.001830	7.091995	-0.161974	36.849397
16.830000	0.001820	7.092313	-0.154497	36.849981
16.832000	0.001839	7.092671	-0.150026	36.851003
16.834000	0.001848	7.093091	-0.151449	36.852462
16.836000	0.001851	7.093622	-0.159547	36.853717
16.838000	0.001848	7.094111	-0.170432	36.854242
16.840000	0.001860	7.094436	-0.172385	36.855526
16.842000	0.001861	7.094664	-0.170496	36.856898
16.844000	0.001866	7.094715	-0.159830	36.858066
16.846000	0.001865	7.094751	-0.139970	36.859350
16.848000	0.001864	7.095098	-0.129141	36.861042
16.850000	0.001873	7.095561	-0.132310	36.862385
16.852000	0.001867	7.095847	-0.137073	36.863056
16.854000	0.001858	7.096118	-0.135172	36.864486
16.856000	0.001849	7.096509	-0.137199	36.866121
16.858000	0.001824	7.096950	-0.143595	36.867814
16.860000	0.001819	7.097315	-0.147509	36.869565
16.862000	0.001782	7.097673	-0.149795	36.871462
16.864000	0.001749	7.097771	-0.145430	36.873155
16.866000	0.001726	7.097735	-0.130189	36.874789
16.868000	0.001706	7.098017	-0.119346	36.876511
16.870000	0.001700	7.098317	-0.120265	36.878145
16.872000	0.001719	7.098404	-0.115641	36.879838
16.874000	0.001773	7.098350	-0.102486	36.881677
16.876000	0.001850	7.098426	-0.086966	36.883661
16.878000	0.001944	7.098494	-0.075492	36.885383
16.880000	0.002056	7.098625	-0.071233	36.887222
16.882000	0.002198	7.098885	-0.074333	36.889236
16.884000	0.002389	7.099001	-0.077293	36.891483
16.886000	0.002572	7.099109	-0.075143	36.893117
16.888000	0.002744	7.099022	-0.068326	36.895248
16.890000	0.002950	7.098990	-0.056353	36.897991
16.892000	0.003179	7.098993	-0.045300	36.899743
16.894000	0.003390	7.099041	-0.039327	36.901873
16.896000	0.003579	7.098968	-0.031884	36.904733
16.898000	0.003790	7.098776	-0.020370	36.906543
16.900000	0.003926	7.098748	-0.010888	36.908936
16.902000	0.003930	7.098668	-0.006889	36.911913
16.904000	0.003885	7.098386	0.002659	36.914569
16.906000	0.003799	7.098143	0.018707	36.916583
16.908000	0.003631	7.098060	0.027806	36.919385
16.910000	0.003389	7.097945	0.031082	36.922741
16.912000	0.003119	7.097814	0.032516	36.925864
16.914000	0.002844	7.097684	0.035431	36.928315
16.916000	0.002606	7.097699	0.033690	36.931205
16.918000	0.002370	7.097814	0.024745	36.934211
16.920000	0.002143	7.097807	0.017885	36.937538
16.922000	0.002014	7.097699	0.018043	36.941069
16.924000	0.001956	7.097731	0.016163	36.943813
16.926000	0.001880	7.097720	0.013115	36.946615
16.928000	0.001788	7.097662	0.012840	36.949358
16.930000	0.001718	7.097699	0.011307	36.952977
16.932000	0.001704	7.097789	0.006942	36.956538
16.934000	0.001688	7.098223	-0.009745	36.960449
16.936000	0.001685	7.098711	-0.036965	36.963367
16.938000	0.001731	7.099077	-0.060998	36.966111
16.940000	0.001787	7.099384	-0.076344	36.969759
16.942000	0.001811	7.099489	-0.082925	36.973582
16.944000	0.001828	7.099428	-0.077561	36.977260
16.946000	0.001820	7.099402	-0.064614	36.980616
16.948000	0.001801	7.099605	-0.058170	36.984322
16.950000	0.001818	7.099815	-0.060771	36.988175
16.952000	0.001846	7.100057	-0.063743	36.992057
16.954000	0.001876	7.100390	-0.074172	36.996143
16.956000	0.001896	7.100325	-0.074800	36.999966
16.958000	0.001905	7.100198	-0.062364	37.003235
16.960000	0.001903	7.100111	-0.047743	37.007262
16.962000	0.001891	7.100013	-0.035618	37.011261
16.964000	0.001892	7.099825	-0.024857	37.015259
16.966000	0.001897	7.099728	-0.011157	37.019433
16.968000	0.001900	7.099728	-0.003522	37.023519
16.970000	0.001905	7.099706	-0.002992	37.027459
16.972000	0.001908	7.099493	0.003186	37.031457
16.974000	0.001907	7.099156	0.018405	37.036010
16.976000	0.001900	7.098823	0.034839	37.040534
16.978000	0.001897	7.098433	0.049852	37.044649
16.980000	0.001908	7.098133	0.063049	37.048939
16.982000	0.001926	7.097756	0.078127	37.053288
16.984000	0.001931	7.097192	0.093953	37.057462
16.986000	0.001908	7.096255	0.122973	37.062423
16.988000	0.001882	7.095514	0.153596	37.066684
16.990000	0.001898	7.094725	0.178568	37.071412
16.992000	0.001931	7.093532	0.211644	37.076024
16.994000	0.001961	7.092241	0.256518	37.081306
16.996000	0.001961	7.090866	0.302623	37.086239
16.998000	0.001964	7.089314	0.349575	37.090646
17.000000	0.001972	7.087665	0.395997	37.095899
17.002000	0.001967	7.085838	0.445611	37.100919
17.004000	0.001965	7.083994	0.494777	37.105997
17.006000	0.001966	7.082236	0.536354	37.111426
17.008000	0.001964	7.080391	0.573191	37.116446
17.010000	0.001958	7.078427	0.610323	37.121290
17.012000	0.001969	7.076583	0.644207	37.126982
17.014000	0.001969	7.074803	0.666884	37.132498
17.016000	0.001974	7.072951	0.684673	37.137780
17.018000	0.001985	7.070991	0.702150	37.143005
17.020000	0.001991	7.069161	0.717447	37.148608
17.022000	0.001983	7.067479	0.725575	37.153745
17.024000	0.001988	7.065775	0.729622	37.159261
17.026000	0.002006	7.063952	0.732994	37.165040
17.028000	0.001999	7.062013	0.741899	37.170818
17.030000	0.002007	7.060133	0.752035	37.176364
17.032000	0.002010	7.058389	0.756814	37.181967
17.034000	0.001998	7.056776	0.753732	37.187746
17.036000	0.002005	7.055322	0.739983	37.194109
17.038000	0.001990	7.053640	0.728447	37.199887
17.040000	0.002002	7.052002	0.724424	37.206104
17.042000	0.002017	7.050432	0.720781	37.212408
17.044000	0.002023	7.049025	0.709875	37.218333
17.046000	0.002023	7.047607	0.693926	37.224374
17.048000	0.002040	7.046167	0.680557	37.230941
17.050000	0.002040	7.044898	0.666840	37.236895
17.052000	0.002031	7.043773	0.647599	37.242878
17.054000	0.002040	7.042775	0.620259	37.249707
17.056000	0.002040	7.041711	0.592259	37.256391
17.058000	0.002042	7.040785	0.567400	37.262549
17.060000	0.002058	7.039856	0.541802	37.269232
17.062000	0.002065	7.038955	0.518650	37.275711
17.064000	0.002091	7.038174	0.495384	37.282366
17.066000	0.002101	7.037548	0.467305	37.288933
17.068000	0.002092	7.037081	0.436015	37.295674
17.070000	0.002089	7.036575	0.402834	37.302445
17.072000	0.002102	7.036141	0.374828	37.309362
17.074000	0.002113	7.035834	0.341694	37.316396
17.076000	0.002115	7.035447	0.308554	37.323284
17.078000	0.002119	7.035067	0.285248	37.329967
17.080000	0.002117	7.034817	0.262509	37.337001
17.082000	0.002126	7.034738	0.236142	37.344093
17.084000	0.002132	7.034618	0.210904	37.351565
17.086000	0.002136	7.034575	0.183711	37.358949
17.088000	0.002158	7.034662	0.155025	37.365982
17.090000	0.002179	7.034853	0.122897	37.373425
