device,n_r_peaks,mean_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_percent,n_resp_peaks,mean_resp_rate,z0_mean,z0_std,eda_mean,eda_std,n_eda_max,n_eda_min
MWMOBILE1,401,113.30481985697811,554.72,125.60989696492354,171.65910147089295,76.69172932330827,3,5.53970007569713,0.7164032200990991,0.00044761859427840366,-0.21420581072972972,0.000284701317024533,83,236
MWMOBILE2,264,72.80534388362194,840.8212927756655,99.4208918857634,94.56683084561662,33.969465648854964,3,5.5506108393314335,0.81983423981982,0.0019749130028552686,9.541625933225225,0.7161345481713036,21,30
