video_name,video_path,session_folder,frame,time_s,person_id,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,17,0.6802278937007874,0,585.6775,293.17496,0.58970433,580.6405,278.8109,0.55738276,585.11993,279.16437,0.0751538,599.7746,253.02539,0.9251759,620.1739,258.873,0.13923703,669.0137,296.86798,0.998744,645.5074,302.2464,0.9788028,696.4023,419.4917,0.9968947,637.3135,414.6419,0.8561083,596.8883,463.23187,0.9886634,574.1113,441.55212,0.81616515,677.12415,516.37836,0.9993352,661.75793,513.42804,0.9971209,673.10034,664.2009,0.99617636,659.35645,658.97595,0.985706,678.1088,787.8245,0.93933856,662.9149,775.38617,0.87366205
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,18,0.7202412992125984,0,587.0622,293.6851,0.62544,582.19775,279.40533,0.59911,586.24164,279.8858,0.08396077,601.9925,253.06503,0.927145,620.6968,259.28418,0.13230889,669.544,295.3545,0.99875164,647.24445,302.08923,0.97786224,697.679,415.83917,0.9970367,638.3342,413.78796,0.85146415,597.1819,463.15375,0.9894868,574.9657,441.5785,0.8183299,677.39734,515.86334,0.9993543,663.1881,513.38544,0.99710876,671.7822,662.98816,0.9964941,662.34216,658.169,0.9864451,677.85693,787.07574,0.94526213,666.12213,774.04395,0.8831701
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,19,0.7602547047244095,0,587.1061,294.22385,0.6543957,582.15643,279.71207,0.62789285,585.9473,280.25012,0.09398915,602.3102,252.34143,0.9283689,620.3037,258.79462,0.13576624,669.5322,294.49658,0.99871147,648.5946,301.07748,0.9773726,697.79407,415.29025,0.9969081,639.58124,412.9912,0.8471741,595.8901,461.37317,0.9893147,575.58575,440.19067,0.8168602,676.8655,516.8429,0.99926287,663.70514,514.19336,0.9967192,670.3872,664.09094,0.9959875,663.938,658.94257,0.9845969,677.4681,788.8397,0.93785536,668.0179,775.9269,0.86891574
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,20,0.8002681102362205,0,589.9256,294.67914,0.59050316,585.7527,279.85123,0.60747236,588.905,279.94733,0.06730156,604.3495,254.74524,0.96340364,626.0804,260.88626,0.16005799,672.03625,298.8199,0.99928564,654.3075,304.32147,0.9856477,695.4701,412.93765,0.9976611,639.29364,409.52417,0.8611859,596.2985,457.44257,0.98958087,574.6105,441.94073,0.79936785,676.5777,523.3374,0.9995962,666.3713,520.2706,0.998085,667.26074,665.7792,0.9963245,664.8895,661.4048,0.9849606,671.9863,788.78784,0.93678015,670.5149,779.9447,0.8622933
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,21,0.8402815157480316,0,589.33716,294.64767,0.6128429,585.08527,279.69186,0.63665026,588.16205,279.79868,0.07213508,603.89764,253.96991,0.96621764,625.33984,260.28088,0.16189069,672.00696,298.02246,0.9993212,654.31195,304.3098,0.9850553,696.28625,411.38596,0.99772054,640.8295,410.75665,0.8491534,597.5481,456.35202,0.98965096,576.87683,445.69296,0.785308,676.35913,523.7721,0.9995732,666.0149,520.943,0.9978764,666.5105,666.72723,0.99605995,663.3587,662.63477,0.98313165,672.01324,789.3974,0.93244374,669.30414,780.83813,0.8494728
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,22,0.8802949212598425,0,589.0065,295.63574,0.62865317,584.5888,280.8602,0.65220636,587.7877,280.8683,0.0763813,604.1067,254.11823,0.9660913,624.7729,260.45905,0.158066,673.92377,297.271,0.99931633,651.9801,303.6407,0.9851264,695.34625,412.5267,0.99771523,639.2765,412.8019,0.85045373,595.8889,453.68524,0.9895746,576.9568,447.52142,0.7845938,677.85925,524.07947,0.99957913,663.9606,521.2047,0.99791414,668.56683,667.679,0.9961029,658.0458,663.5389,0.9833431,674.23566,787.69415,0.9335943,664.3993,779.67773,0.8520059
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,23,0.9203083267716535,0,589.7837,296.193,0.6435279,585.2372,281.2312,0.6691203,588.35254,281.42624,0.080300756,604.7528,253.94757,0.9663658,625.0938,260.79584,0.15627049,674.32086,296.48758,0.9992912,653.614,304.18005,0.9839421,698.1153,409.62787,0.9976693,639.6293,411.6149,0.83998615,597.7822,454.42242,0.989603,576.4244,445.24838,0.778515,678.1867,524.26434,0.9995254,665.60394,521.8782,0.9975937,667.07117,668.926,0.9955362,661.3606,665.5673,0.9805157,672.62946,790.47,0.92382336,667.3376,782.4082,0.8300375
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,24,0.9603217322834646,0,592.3153,294.06805,0.64297837,588.7567,279.16855,0.669337,590.3207,280.1023,0.08256924,608.24634,254.55069,0.9644568,624.8142,262.6159,0.15080035,675.9463,297.51617,0.9992643,652.3748,307.48578,0.98287094,699.4166,406.84167,0.99771774,638.0521,412.15433,0.83787394,600.1934,453.65286,0.989929,576.7166,444.5592,0.78052795,678.84344,522.3389,0.9995515,664.49225,521.17053,0.9976781,670.196,667.6969,0.99581784,664.2114,666.32605,0.9814,673.7227,787.59906,0.929307,667.9041,781.6953,0.83942497
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,25,1.0003351377952756,0,594.1139,293.13135,0.6996956,591.0184,278.11328,0.7141685,591.47205,279.45892,0.10875199,610.81104,254.05194,0.9627458,623.5539,262.87668,0.1611569,678.5331,297.82892,0.9992242,649.7989,308.53702,0.9831114,702.1296,406.07013,0.9975702,635.1069,411.6117,0.84248227,602.76953,452.16846,0.98993254,576.4805,443.1196,0.79262406,680.7004,521.3554,0.9995018,663.151,520.6244,0.9975055,671.672,667.4152,0.9954158,664.6702,666.72473,0.9802215,674.1853,788.00287,0.9237197,669.35,783.47144,0.8305213
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,26,1.0403485433070867,0,594.6832,294.84924,0.6740601,591.1643,279.87006,0.6894213,592.35223,280.98947,0.096476026,610.3652,255.21265,0.96229583,625.10583,263.61804,0.15876932,679.2507,298.42676,0.9992387,651.2256,308.2159,0.98295504,703.3608,406.40372,0.99761474,635.9598,409.70572,0.84034795,602.64703,452.20923,0.9899248,576.18396,440.38562,0.78870445,681.8958,521.6118,0.99951494,664.9431,520.4294,0.99754035,671.52655,667.3557,0.9954934,665.2628,666.0907,0.9803038,673.99884,789.24255,0.9237635,670.9022,783.996,0.8293317
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,27,1.0803619488188976,0,591.1758,294.75983,0.64675516,587.6299,280.02478,0.6846472,589.7092,280.8996,0.08041528,608.56,255.52109,0.9677585,625.3664,263.60397,0.13488308,680.3991,299.1751,0.9992446,650.63654,309.07642,0.9826485,705.6558,406.71796,0.99768674,634.7392,410.07288,0.8383318,604.6095,451.33334,0.990159,575.8228,439.62225,0.7847372,683.1272,522.7335,0.99954706,664.77954,521.3542,0.9976731,673.6217,668.5885,0.9957787,663.1438,666.7781,0.9813696,675.74115,789.769,0.9282238,669.2812,782.90875,0.839021
Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,/home/nicolas/OneDrive/CPS-RTC/Extended Reality Exp (XR)/xr-data-analysis/data/pre-piloto/29_04_2026/29_04_2026/Exp/Setup Video 6 4_29_2026 12_06_04 PM 3.mp4,pre-piloto/29_04_2026/29_04_2026/Exp,28,1.1203753543307087,0,589.1163,296.23938,0.6905142,585.08466,280.7596,0.7384933,587.662,282.47662,0.09166447,608.53546,254.56238,0.9596932,624.6614,264.03052,0.0974742,679.5488,299.8978,0.99810374,653.09576,312.1851,0.9700247,704.6488,406.50406,0.99548495,642.10376,418.6185,0.7906386,603.7272,448.44574,0.9850316,582.1024,443.57483,0.754631,677.952,533.8081,0.9983986,663.45703,533.70447,0.99290234,667.5699,680.5046,0.9759241,669.3733,681.8633,0.91065264,668.0741,800.0,0.68719864,680.0317,800.0,0.49281332
